word,meaning,option1,option2,option3,Ginger,River,Sigma
MAKE,製作,新的,千,黑暗的,0,0,0
MALE,男性,問,幼稚的,準備好的,0,0,0
MALL,購物中心,船,池塘,受歡迎的,0,0,0
MAN,男人,交通,事實上,生病的,0,0,0
MANGO,芒果,清洗,原諒,多(餘)的,0,0,0
MANY,(,雷,報紙,魚肉,0,0,0
MAP,地圖,吉他,舔,一些,0,0,0
MARCH,三月,帶來,節慶,龍,1,0,0
MARK,打分數,(小)杯子,愛說話,行動,0,0,0
MARRY,結婚,玩笑,蔬菜,角色,0,0,0
MASK,面具,引導,浪費,情侶,0,0,0
MASS,大量,困難的,醬油,位置,0,0,0
MAT,墊子,浴室,新的,懷疑,0,0,0
MATCH,使成對,中等的,學到,題目,0,0,0
MATH,數學,討論,桃子,五月,0,0,0
MAY,五月,視力,桌子,(,0,0,0
MAYBE,或許,公主,機敏,哈囉,0,0,0
MEAL,餐(點),兔子,野餐,購物中心,0,0,0
MEAN,意指,多(餘)的,烤吐司,來,0,0,0
MEAT,肉類,當,在,使冷靜,0,0,0
MEET,碰面,牛肉,羽毛球,公尺,0,0,0
MENU,菜單,邀請,鳳梨,十一月,0,0,0
METAL,金屬,地圖,切,禮物,0,0,0
METER,公尺,排球,紙,長褲,0,0,0
MILE,英哩,像,狐狸,城鎮,0,0,0
MILK,牛奶,鹿,甜點,不誠實的,0,0,0
MIND,頭腦,使集中,自助餐館,嚴重的,0,0,0
MINE,(,美術,在,聖誕節,0,0,0
MINOR,較少的,(海,(,描述,0,0,0
MINUS,負的,高速公路,答應,翅膀,0,0,0
MISS,小姐(未婚),躲藏,美術,露營,0,0,0
MIX,混合,尤其是,胡椒,筷子,0,0,0
MODEL,模特兒,胡椒,公車,敲擊,0,0,0
MONTH,月(份),大聲的,年級,直到,1,0,0
MOON,月亮,真實的,嗜好,一起,0,0,0
MOP,拖地,樹,發現,尺,0,0,0
MORE,比較多,離開,糖果,一世紀,0,0,0
MOST,最多,毯子,電子郵件,雪,0,0,0
MOUSE,老鼠,西洋棋,很棒的,滑雪,0,0,0
MOUTH,嘴巴,輸,什麼(事物),禮物,0,0,0
MOVE,移動,脖子,心(臟),夾克,0,0,0
MOVIE,電影,枯燥無趣的,廣播,銀行,0,0,0
MRT,捷運,參加,時鐘,全體的,0,0,0
MUCH,(,小氣的,果汁,節目,0,0,0
MUD,泥漿,句子,程度,百,0,0,0
MUSIC,音樂,大學,口袋,筷子,0,0,0
MUST,必定,傷口,捲,吞,0,0,0
NAIL,指甲,普遍的,大聲的,形狀,0,0,0
NAME,名字,重要性,牌,軍隊,0,0,0
NEAR,在附近,籃球,蓋子,也不(倒裝),0,0,0
NECK,脖子,公司,指甲,下雪,0,0,0
NEED,需要,餐(點),計畫,十一,0,0,0
NEST,巢,忽視,活動,歷史,0,0,0
NET,網子,襯衫,(,慢的,0,0,0
NEVER,從不,(鴨舌)帽,節目,三角形,0,0,0
NEW,新的,洋蔥,損害,狐狸,0,0,0
NEWS,消息(不可數),死亡,蜘蛛,嘗試,0,0,0
NEXT,下個的,邀請,社團,猜謎,0,0,0
NICE,美好,曾經,製作,使冷靜,0,0,0
NIECE,姪女,回收,班級,男孩,0,0,0
NIGHT,夜晚,手,趕快,和平的,1,0,0
NINE,九,嘗試,沉默(不可數),贏,0,0,0
NOD,點頭,消失,有能力的,期間,0,0,0
NOISE,噪音,蠟筆,聞(到),陣雨,0,0,0
NOISY,吵雜的,淚水,教育,力量(不可數),0,0,0
NONE,(用單數動詞),一打,數學,通常的,0,0,0
NOON,正午,(用單數動詞),服裝,雪人,0,0,0
NOR,也不(倒裝),情侶,發生,地方,0,0,0
NORTH,北方(的),指揮,茶,打招呼,0,0,0
NOSE,鼻子,玩具,十三,運動鞋,0,0,0
NOT,不,過去,真實的,足球,0,0,0
NOTE,筆記,蒸氣,可愛,醋,0,0,0
NOVEL,小說,月(份),拉,昆蟲,0,0,0
NOW,現在,工具,暖氣,白色(的),0,0,0
NURSE,護士,也,交通,給,0,0,0
NUT,堅果,經理,自助餐館,從,0,0,0
OBEY,遵守,山羊,錯誤,姪子,0,0,0
OCEAN,海洋,古典的,稀少的,保護,0,0,0
OFF,離開,使冷靜,列(清單),大學,0,0,0
OFFER,提供,告訴,空格,答應,0,0,0
OFTEN,經常,冷酷的,切(薄)片,貨車,0,0,0
OIL,(沙拉)油,棉花,移動,檸檬,0,0,0
OLD,老的,盒子,領隊,湖泊,0,0,0
OMIT,省略,咖啡色(的),尺,泳池,0,0,0
ONCE,昔日,行動,片刻,發音,0,0,0
ONE,一,衣服,房屋,重要的,2,0,0
ONION,洋蔥,可怕的,影響,索價,0,0,0
ONLY,唯一的,午夜,例子,斑,0,0,0
OPEN,打開,打氣,吼叫,步伐,0,0,0
ORDER,點餐,蜂蜜,講,苗條,0,0,0
OTHER,(,辣,狐狸,石頭,0,0,0
OUR,我們的,迅速的,聽(到),歡喜,0,0,0
OURS,(,煮沸,平原,雪,1,0,0
OUT,出去,未來,蜘蛛,雜誌,0,0,0
OVEN,烤箱,歡迎,螃蟹,交通,0,0,0
OVER,在,考試,六十,夏天,0,0,0
OWN,擁有,天才,成功,電(動)的,0,0,0
OWNER,老闆,贏,搖晃,數字,0,0,0
PACK,一包(袋),在,拉,收音機,0,0,0
PAGE,頁,臀部,中心的,再見,0,0,0
PAIN,痛苦,鯨魚,餐廳,悲慘的,0,0,0
PAINT,繪畫,規則,好吃的,前面的,0,0,0
PAIR,一雙,知道,顧客,牙痛,0,0,0
PALE,蒼白的,手指,社會的,世界,0,0,0
PAN,平底鍋,浴室,現代的,昂貴的,0,0,0
PANDA,貓熊,樓上,堅持,輸家,0,0,0
PANTS,長褲,比較,天,主動,0,0,0
PAPER,紙,化學,句子,中華民國,0,0,0
PARK,公園,交通,後悔,小的,0,0,0
PART,部分(的),困難,返回,事實上,0,0,0
PARTY,派對,榔頭,(用字母)拼字,跳,0,0,0
PASS,及格,丟,慣常地,時鐘,0,0,0
PAST,過去,沉默(不可數),公主,磚塊,0,0,0
PASTE,貼上,模特兒,數字,龍,0,0,0
PATH,小徑,相當地,(留心)聽,飛盤,0,0,0
PAUSE,暫停,籃子,技師,五,0,0,0
PAY,付錢,鼓,開槍,可愛,0,0,0
PEACE,和平(不可數),最後,睡著的,(西裝)外套,0,0,0
PEACH,桃子,列印,命令,越過,0,0,0
PEAR,梨子,她的,昂貴的,習慣,0,0,0
PEN,原子筆,宇宙,驕傲,蚊子,0,0,0
PET,寵物,有耐心的,計畫,空格,0,0,0
PHONE,電話,微波爐,好奇的,魚肉,0,0,0
PHOTO,照片,訪問,背心,除了,0,0,0
PIANO,鋼琴,貼上,抵達,成功,0,0,0
PICK,挑,這些,取消,真誠的,0,0,0
PIE,派,尺寸,是否,使成對,0,0,0
PIECE,一片(張,遲(晚)的,玉米,廚房,0,0,0
PIG,豬,但願,翅膀,人口(不可數),0,0,0
PILE,堆,青年,情侶,討論,0,0,0
PIN,大頭針,你們自己,理髮,友誼,0,0,0
PINK,粉紅色(的),勤勉的,打擾,怒氣,0,0,0
PIPE,導管,管子,寬的,(用單數動詞),0,0,0
PIZZA,披薩,省略,體育館,人群,0,0,0
PLACE,地方,水槽,寄,(西裝)外套,0,0,0
PLAIN,平原,滑雪,壞的,引擎,0,0,0
PLAN,計畫,保持,發狂,野餐,0,0,0
PLANT,種植,(,踢,最喜愛的,0,0,0
PLATE,(淺)盤子,最多,花園,寵物,0,0,0
PLAY,玩,困難的,變遷,天空,0,0,0
PLUS,正的,音樂家,戲劇,袋子,0,0,0
POEM,詩,城市,下雨,不,0,0,0
POINT,點,強調,硬幣,愚蠢,0,0,0
POND,池塘,相當地,左邊(的),三明治,0,0,0
POOL,泳池,搖晃,物體,賺,0,0,0
POOR,貧窮,總計,展現,修理,0,0,0
PORK,豬肉,天然的,使尷尬,明天,0,0,0
POT,壺,晚餐,團體,馬鈴薯,0,0,0
POUND,英磅,吠,昔日,回答,0,0,0
POWER,力量(不可數),頭髮,手勢,姑.姨.嬸.伯/舅母,0,0,0
PRAY,祈禱,僱用,洋娃娃,討厭,0,0,0
PRINT,列印,丈夫,技師,小提琴,0,0,0
PRIZE,獎品/金,頻道,午餐,銀行,0,0,0
PROUD,驕傲,極冷的,甚至,嘴巴,0,0,0
PULL,拉,大學,筆記本,機會,0,0,0
PUMP,打氣,切(薄)片,酷的,千,0,0,0
PUPPY,小狗,輕型機車,夥伴,分鐘,0,0,0
PURSE,(女用)皮包,十七,季節,(放句尾),0,0,0
PUSH,推,馬鈴薯,中的,狗,0,0,0
PUT,放置,學期,(,也,0,0,0
QUEEN,皇后,衝,游泳,十六,0,0,0
QUICK,迅速的,發現,昂貴的,第一,0,0,0
QUIET,安靜的,打擊,森林,四十,0,0,0
QUIT,(,美味的,雪,忙碌的,0,0,0
QUITE,相當地,頁,步伐,鏡子,0,0,0
QUIZ,小考,幼稚的,牙刷,公車,0,0,0
RACE,賽跑,大量,樣品,西瓜,0,0,0
RADIO,收音機,蛇,公主,風(習)俗,0,0,0
RAIN,下雨,最喜愛的,青少年,腰,0,0,0
RAINY,下雨的,海豚,輸,風景(不可數),0,0,0
RAISE,舉起,蠟筆,貓,老闆,0,0,0
RARE,稀少的,頭,法官,體育館,0,0,0
RAT,老鼠,(,極好的,頻道,0,0,0
REACH,抵達,教堂,富有的,在,0,0,0
READ,讀,真地,草莓,野生的,0,0,0
READY,準備好的,網際網路,小姐(未婚),幾乎,0,0,0
REAL,真實的,混合,排球,賽跑,0,0,0
RED,紅色(的),下雨,泥漿,(,0,0,0
RENT,租用,命令,時間,老鼠,0,0,0
REST,休息,中等的,叉子,管子,0,0,0
RICE,米,大聲的,知識,天真的,0,0,0
RICH,富有的,驕傲,服務(不可數),回憶,0,0,0
RIDE,騎,這裡,罪行,會員,0,0,0
RIGHT,右邊(的),訊息,骨頭,針,0,0,0
RING,戒指,牙刷,小姐(未婚),有耐心的,0,0,0
RISE,上升,圖書館,板,相當,0,0,0
RIVER,河流,介紹,完成,付錢,0,0,0
ROAD,馬路,轉角,淚水,兄弟,0,0,0
ROB,搶劫,發明,中等的,答應,0,0,0
ROBOT,機器人,煮,碰面,愚蠢,0,0,0
ROC,中華民國,信任,重的,航行,0,0,0
ROCK,岩石,蜘蛛,漂亮的,馬鈴薯,0,0,0
ROLE,角色,重複,果汁,藝術家,0,0,0
ROLL,捲,中國,得到,當地的,0,0,0
ROOF,屋頂,金子,孤獨,比較多,0,0,0
ROOM,房間,感冒,把戲,身體,0,0,0
ROOT,根源,結束,週三,行動,1,0,0
ROPE,繩子,番茄,長方形,藥局,0,0,0
ROSE,玫瑰花,謝謝,分(錢),寬的,0,0,0
ROUND,圓的,巢,冷酷的,正午,0,0,0
ROW,排,六十,節目,正的,0,0,0
RUB,摩擦,教,抽菸,甜的,0,0,0
RUDE,粗魯,工具,皮包骨的,烤箱,0,0,0
RUIN,破壞,拖地,飲食,作家,0,0,0
RULE,規則,虛弱的,邊,進入,0,0,0
RULER,尺,女孩,初學者,鼓,0,0,0
RUN,跑步,套裝,喜愛,爵士,0,0,0
RUSH,衝,(女)泳衣,皮膚,困難的,0,0,0
SAD,傷心的,國家,知識,皮膚,0,0,0
SAFE,安全的,它的,金屬,海鮮,0,0,0
SAIL,航行,城堡,安全,很少,0,0,0
SALAD,沙拉,短袖圓領運動衫,很棒的,明亮的,0,0,0
SALE,出售,傷心的,斑馬,介紹,0,0,0
SALT,鹽,六十,雙倍的,錄音帶,0,0,0
SAME,一樣的,天空,八月,野餐,0,0,0
SAND,沙子,悲慘的,講,未來,0,0,0
SAVE,節省,討論,突然的,房屋,0,0,0
SAY,說,公尺,運動,啞的,0,0,0
SCARF,圍巾,比較,錯的,麵粉,0,0,0
SCENE,景色,香蕉,哈囉,課程,0,0,0
SCORE,分數,海,筆直的,週六,0,0,0
SEA,海,長的,飢餓的,拒給,0,0,0
SEAT,座位,有用的,風,抽屜,0,0,0
SEE,看到,口袋,膝蓋,十月,0,0,0
SEED,種子,青年,摩托車,香蕉,0,0,0
SEEM,似乎,(人的)聲音,圓胖的,痛苦的,0,0,0
SELL,賣,沿著,劃分,錯的,0,0,0
SEND,寄,週末,何地,會員,0,0,0
SENSE,意識,害怕的,困難,歌手,0,0,0
SERVE,服務,現代的,事件,簽字筆,0,0,0
SET,一套,生物,帳單,抵達,0,0,0
SEVEN,七,胡蘿蔔,選舉出,地方,0,0,0
SHAKE,搖晃,這個,機器,洋裝,0,0,0
SHAPE,形狀,極冷的,計算,三十,0,0,0
SHARE,分享,內衣,石頭,腰,0,0,0
SHARK,鯊魚,分(錢),枕頭,方向,0,0,0
SHARP,尖銳的,泥土,講話,鯊魚,0,0,0
SHEEP,綿羊,字彙,握,二十,0,0,0
SHEET,床單,下巴,往前,(,0,0,0
SHELF,架子,後者的,讓(允許),處罰,0,0,0
SHINE,下雪,太陽,微笑,水,0,0,0
SHIP,船,墨水,侵襲,(,0,0,0
SHIRT,襯衫,玉米,健康,美術,0,0,0
SHOOT,開槍,日記,初學者,颱風,0,0,0
SHOP,零售店,機器人,經理,碰面,0,0,0
SHORE,(海,陽光充足的,(西裝)外套,年齡,0,0,0
SHORT,短的,唱歌,猜測,居住,0,0,0
SHOUT,吼叫,聽(到),村莊,夥伴,0,0,0
SHOW,展現,(,夏天,書店,0,0,0
SHUT,關閉,提供,描述,這裡,0,0,0
SHY,害羞的,抱怨,上升,窗戶,0,0,0
SICK,生病,天氣,表現,列印,0,0,0
SIDE,邊,歌手,祝福,擴音機,0,0,0
SIGHT,視力,建議,簽名,派,0,0,0
SIGN,簽名,藝術家,跳舞,幾乎不,0,0,0
SILLY,愚蠢,左邊(的),果醬,在,0,0,0
SINCE,自從,告訴,你們自己,任期,0,0,0
SING,唱歌,手臂,速度,鼓,0,0,0
SINK,水槽,藉口,頑皮,靈魂,0,0,0
SIR,先生(尊稱),地毯,發音,除了,0,0,0
SIT,坐(下),地圖,英吋,河馬,0,0,0
SIX,六,溪流,舉起,題目,0,0,0
SIXTY,六十,蝙蝠,也,收到,0,0,0
SIZE,尺寸,(用單數動詞),(海,牆(壁),1,0,0
SKATE,溜冰,睡著的,三十,稀少的,0,0,0
SKI,滑雪,開槍,(用單數動詞),銀行,0,0,0
SKILL,技巧,元,使成對,昨天,0,0,0
SKIN,皮膚,教,扶手椅,可愛,1,0,0
SKIRT,裙子,抱怨,騎,醫院,0,0,0
SKY,天空,嘴巴,婚禮,長凳,0,0,0
SLEEP,睡覺,拇指,包裹,(人的)聲音,0,0,0
SLICE,切(薄)片,極好的,襯衫,(用單數動詞),0,0,0
SLIDE,溜滑梯,吠,晴朗的,安全的,0,0,0
SLIM,苗條,地下道,天使,原諒,0,0,0
SLOW,慢的,直升機,大的,原理,0,0,0
SMALL,小的,社會,餃子,意指,0,0,0
SMART,機警,橋,浪費,決定,0,0,0
SMELL,聞(到),邊緣,鼻子,長沙發,0,0,0
SMILE,微笑,抵達,角色,追逐,0,0,0
SMOKE,抽菸,(,週末,恐懼,0,0,0
SNACK,零食,抽屜,季節,傷口,0,0,0
SNAIL,蝸牛,機敏,瘋狂,存活,0,0,0
SNAKE,蛇,控制,紅色(的),工作,0,0,0
SNOW,雪,下評論,鬼鬼祟祟的,輸,0,0,0
SNOWY,下雪的,週一,嬰兒,自私的,0,0,0
SOAP,肥皂,籃子,拖鞋,司機,0,0,0
SOCKS,襪子,字彙,尚未(否定),親戚,0,0,0
SODA,蘇打(氣泡)水,羔羊,極小的,指揮,0,0,0
SOFA,沙發,衣架,嗜好,床,0,0,0
SOLVE,解決,歌手,表現,停止,0,0,0
SOME,一些,突然的,事件,翅膀,0,0,0
SON,兒子,咖啡色(的),字彙,馬鈴薯,0,0,0
SONG,歌曲,允許,從,景色,0,0,0
SOON,很快地,春天,然後,(大)自然,0,0,0
SORRY,抱歉的,手勢,自助餐館,切(薄)片,0,0,0
SOUL,靈魂,醒來,較少的,男人,0,0,0
SOUND,聽(到),春天,街區,火車,0,0,0
SOUP,湯,牛,生產,四,0,0,0
SOUR,酸的,十四,蛋,煮沸,0,0,0
SOUTH,南方(的),週六,選擇,校園,0,0,0
SPACE,空間,棉花,美國,巢,0,0,0
SPEAK,講,天然氣,追蹤,圖案,0,0,0
SPEED,速度,給,籠子,導管,0,0,0
SPELL,(用字母)拼字,銷售員,碗,好笑,0,0,0
SPOON,湯匙,垃圾,網子,飢餓,0,0,0
SPOT,斑,其他的,發明,發燒,0,0,0
STAMP,郵票,像,粗心的,真相(不可數),0,0,0
STAND,站立,保持,歷史,除,0,0,0
STAR,星星,國文,筷子,襯衫,0,0,0
START,開始,極好的,死亡,處罰,0,0,0
STATE,狀態,旗子,太陽,青少年,0,0,0
STAY,停留,何時,(用單數動詞),最新的,0,0,0
STEAK,牛排,拷貝,美術,世界,0,0,0
STEAL,偷,足夠的,因為,家人,0,0,0
STEAM,蒸氣,這,訪客,教育,0,0,0
STEP,步伐,分枝,番石榴,頭髮,0,0,0
STILL,仍然,邀請,成為,烤肉,0,0,0
STONE,石頭,一世紀,辣,相當,0,0,0
STOP,停止,雪,梨子,半(小時),0,0,0
STORE,商店,萵苣,長褲,運動鞋,0,0,0
STORM,暴風雨,背心,吹風機,鉛筆,0,0,0
STORY,故事,不,忙碌的,水手,0,0,0
STOVE,爐灶,計畫,手指,停留,0,0,0
STRAW,吸管,背心,健行,日記,0,0,0
STUDY,書房,隨身聽,尖銳的,健康,0,0,0
STYLE,風格,沙拉,蛇,天橋,0,0,0
SUCH,如此的,(,連結,強壯的,0,0,0
SUGAR,糖,種植,(,泥土,0,0,0
SUIT,套裝,寶藏,然後,餃子,1,0,0
SUN,太陽,才華,膝蓋,悲慘的,0,0,0
SUNNY,陽光充足的,戲劇,怒氣,奶油,0,0,0
SUPER,超級的,幼稚的,(,駕駛(飛機),0,0,0
SURE,當然的,翹翹板,關於,索價,0,0,0
SURF,衝浪,蓋子,枯燥無趣的,中國,0,0,0
SWAN,天鵝,粗心的,青蛙,大的,0,0,0
SWEEP,掃地,銀子,門,發音,0,0,0
SWEET,甜的,高的,市場,彩虹,0,0,0
SWIM,游泳,等待,進入,電話,0,0,0
SWING,搖晃,正的,健行,但是,0,0,0
TABLE,桌子,門,胖的,嬰兒,0,0,0
TAIL,尾巴,練習,字彙,梳子,0,0,0
TAKE,拿取,手,電腦,歌手,0,0,0
TALK,講話,祈禱,雲,減緩,0,0,0
TALL,高的,總統,樓梯,邪惡的,0,0,0
TANK,坦克車,謙虛的,某處,墊子,0,0,0
TAPE,錄音帶,小姐(未婚),邊緣,一世紀,0,0,0
TASTE,嚐(到),在,考試,鏡子,0,0,0
TAXI,計程車,導管,苗條,困難,0,0,0
TEA,茶,濕的,沐浴,世界,0,0,0
TEACH,教,水槽,變遷,碟子,0,0,0
TEAM,團隊,森林,美麗,任何地方,0,0,0
TEAR,淚水,泥漿,置物櫃,懷疑,0,0,0
TELL,告訴,上面(的),七十,(淺)盤子,0,0,0
TEN,十,避免,顧客,下個的,0,0,0
TENT,帳篷,爭執(論),蝸牛,如何,0,0,0
TERM,任期,大象,百,冰,0,0,0
TEST,考試,泳池,圖,沙發,0,0,0
THAN,比,結果,排球,鐵路,0,0,0
THANK,謝謝,茶,銀行,厚的,0,0,0
THAT,那個,陽台,罐頭,空間,0,0,0
THE,這,安全的,化學,玩笑,0,0,0
THEIR,他們的,線條,冬天,老闆,0,0,0
THEN,然後,打鬥,完美的,溪流,0,0,0
THERE,那裏,生日,有自信的,道歉,0,0,0
THESE,這些,很少,吃,小提琴,0,0,0
THICK,厚的,水龍頭,有活力的,國王,0,0,0
THIEF,小偷,離開,身體,避免,0,0,0
THIN,瘦的,情緒,參加,(歌,0,0,0
THING,事情,技巧,抱歉的,選擇,0,0,0
THINK,想,勤勉的,目標,進去,0,0,0
THIRD,第三,球場,老的,沙子,0,0,0
THIS,這個,結果,蛇,啞的,0,0,0
THOSE,那些,電話,天然的,一捆(卷,0,0,0
THREE,三,孤獨,珍貴的,二十,0,0,0
THROW,丟,百萬,取消,淚水,0,0,0
THUMB,拇指,錄影機(帶),網球,游泳,0,0,0
TIDY,整齊的,果醬,八月,父/母,0,0,0
TIE,領帶,遊戲,捷運,航空公司,0,0,0
TIGER,老虎,原子筆,大門,勇氣(不可數),0,0,0
TILL,直到,會議,上升,鄰居,0,0,0
TIME,時間,掉,生命,小貓,0,0,0
TINY,極小的,講,溫暖的,事件,0,0,0
TIRED,疲累,故事,星星,跳,0,0,0
TITLE,標題,女服務生,激發,刷,0,0,0
TOAST,烤吐司,一套,姑.姨.嬸.伯/舅母,果醬,0,0,0
TODAY,今天,聚集,壞的,煮沸,2,0,0
TOE,腳趾,牛肉,海外的,高速公路,0,0,0
TOFU,豆腐,洞,問題,下雨的,0,0,0
TOO,(放句尾),鼻子,團體,你(們)的,0,0,0
TOOL,工具,市場,菜單,自從,0,0,0
TOOTH,牙齒,皮夾,僱用,果汁,0,0,0
TOP,上面(的),回答,或許,碰觸,0,0,0
TOPIC,題目,短袖圓領運動衫,圍牆,歷史,0,0,0
TOTAL,總計,電影,嚐(到),磚塊,0,0,0
TOUCH,碰觸,山丘,市場,便利的,0,0,0
TOWEL,毛巾,了解,院子,懶惰的,0,0,0
TOWER,塔,茶壺,美麗,想法,0,0,0
TOWN,城鎮,童年,不誠實的,喉嚨,0,0,0
TOY,玩具,(,在國外,馬鈴薯,0,0,0
TRACE,追蹤,英文,外交官,例子,0,0,0
TRADE,貿易,存在,孤獨,愛說話,0,0,0
TRAIN,火車,樹,計程車,胖的,0,0,0
TRAP,使落入圈套,拉,兒子,真誠的,0,0,0
TRASH,垃圾,有用的,發明,醫生,0,0,0
TREAT,請客,成功,帳篷,門,0,0,0
TREE,樹,手套,夏天,書架,0,0,0
TRICK,把戲,製作,家事,(留心)聽,0,0,0
TRIP,旅行,翹翹板,傳統,水手,0,0,0
TRUCK,貨車,尊敬,葡萄,很少,0,0,0
TRUE,真實的,槍,飽的,午餐,0,0,0
TRUST,信任,教育,危險的,公園,0,0,0
TRUTH,真相(不可數),猴子,啞的,走路,0,0,0
TRY,嘗試,擁有,答應,生氣的,0,0,0
TUB,浴缸,鹽,下評論,討論,0,0,0
TUBE,管子,睡覺,信任,成人,0,0,0
TURN,轉(彎),工程師,郵件,週六,0,0,0
TWO,二,尋常的,出售,週日,0,0,0
TYPE,打字,看到,小提琴,二月,0,0,0
UGLY,醜的,輪子,三明治,(用單數動詞),0,0,0
UNCLE,叔.伯.舅.姑/姨丈,一瓶,零食,頭,0,0,0
UNDER,在,卡式磁帶,自由,手指,0,0,0
UNTIL,直到,真誠的,火車,中等的,0,0,0
UPON,在,農場,街道,小偷,0,0,0
USA,美國,夾克,從不,衣架,0,0,0
USE,使用,小考,搖晃,母雞,0,0,0
USUAL,通常的,過去,微波爐,翅膀,0,0,0
VALUE,價值,十六,慣常地,感到無聊的,0,0,0
VERY,非常,週一,強調,傳統,0,0,0
VEST,背心,從不,相似的,體育館,0,0,0
VIDEO,錄影機(帶),夥伴,(,在國外,0,0,0
VISIT,拜訪,健行,檢查,機敏,0,0,0
VOICE,(人的)聲音,口渴的,緊張的,理由,0,0,0
VOTE,投票,毛衣,化學,笨的,0,0,0
WAIST,腰,追蹤,人類,胖的,0,0,0
WAIT,等待,遠的,舔,禮物,0,0,0
WAKE,醒來,服裝,時鐘,身體,0,0,0
WALK,走路,期待,六月,司機,0,0,0
WALL,牆(壁),蟑螂,蝸牛,摩擦,0,0,0
WANT,想要,烏龜,有名的,一起,0,0,0
WAR,戰爭,經營,講,分枝,0,0,0
WARM,溫暖的,死亡,鑰匙,(,0,0,0
WASH,清洗,熱氣,節目,種子,0,0,0
WASTE,浪費,錯的,丟,哭泣,0,0,0
WATCH,手表,工作,比,餅乾,0,0,0
WATER,水,桃子,電纜線,美國人,0,0,0
WAVE,揮手,下雨,圓的,基地,0,0,0
WAY,方法,在附近,傑出的,整齊的,0,0,0
WEAK,虛弱的,苗條,決定,週五,0,0,0
WEAR,服裝,部分,現代的,打,0,0,0
WEEK,星期,平原,自然,鉛筆,-1,0,0
WELL,健康,秘密,粗魯,答應,0,0,0
WEST,西方(的),除了,任期,在,0,0,0
WET,濕的,讚美,(,超重的,0,0,0
WHALE,鯨魚,拜訪,昨天,主要的,0,0,0
WHAT,什麼(事物),浴缸,下午,貿易,0,0,0
WHEEL,輪子,翹翹板,跟隨,颱風,0,0,0
WHEN,何時,數個的,兩者(都),在,0,0,0
WHERE,何地,毯子,準備,枕頭,0,0,0
WHICH,哪一個,豬,大聲地,基本的,0,0,0
WHILE,當,樓梯,活力,中的,0,0,0
WHITE,白色(的),想要,地址,深的,0,0,0
WHO,什麼人,炒菜鍋,天使,毒(物),0,0,0
WHOLE,全體的,風格,沐浴,正的,0,0,0
WHOSE,(,書桌,約會,付錢,0,0,0
WHY,什麼原因,鬼魂,火腿,慾望,0,0,0
WIDE,寬的,噪音,翹翹板,全然,0,0,0
WIFE,妻子,真地,健行,穿越,0,0,0
WILD,野生的,袋鼠,圓,晚餐,0,0,0
WIN,贏,噪音,仍然,週二,0,0,0
WIND,風,袋鼠,女服務生,怒氣,0,0,0
WINDY,多風的,燒,事實,成功的,0,0,0
WING,翅膀,公寓,白色(的),嚴重的,0,0,0
WISE,有智慧的,茶壺,苦的,菜單,0,0,0
WISH,但願,越過,回收,虛弱的,0,0,0
WITH,帶有,墊子,降落,心(臟),0,0,0
WOK,炒菜鍋,一瓶,吵雜的,使興奮,0,0,0
WOLF,野狼,天,八月,建造,0,0,0
WOMAN,女人,沉默的,綠色(的),古老的,0,0,0
WOOD,木頭,繼續,有禮貌的,空格,0,0,0
WOODS,樹林,馬路,廣播,發音,0,0,0
WORD,字,蜜蜂,讚美,抽屜,0,0,0
WORK,工作,公分,星期,買,0,0,0
WORLD,世界,(用單數動詞),橋,百萬,0,0,0
WORM,(沒腳的)蟲,夾克,玻璃杯,什麼原因,0,0,0
WORRY,擔心,空間,這,檸檬,0,0,0
WOUND,傷口,玻璃杯,了解,休息,0,0,0
WRIST,手腕,美國人,想法,她的,0,0,0
WRITE,寫,校園,劃分,甚至,0,0,0
WRONG,錯的,左邊(的),跳舞,頭髮,0,0,0
YARD,院子,五十,表現,果醬,0,0,0
YEAR,年,主動,某處,腳趾,1,0,0
YELL,吼叫,行動,玩具,有活力的,0,0,0
YES,(,小姐(未婚),板,二,0,0,0
YET,尚未(否定),聽(到),驕傲,推,0,0,0
YOUNG,年輕的,地理,邊緣,六十,0,0,0
YOUR,你(們)的,有可能的,在,牛肉,0,0,0
YOURS,(,摩托車,陽光充足的,外交官,0,0,0
YOUTH,青年,邊,老鼠,政府,0,0,0
YUMMY,好吃的,母親,什麼原因,贏,0,0,0
ZEBRA,斑馬,邪惡的,天空,極冷的,0,0,0
ZERO,零,脖子,激發,盲的,0,0,0
ZOO,動物園,在國外,允許,筆記本,0,0,0
