word,meaning,option1,option2,option3,Ginger,River,Sigma
DRUM,鼓,蝸牛,寫,講,0,0,0
DRY,乾燥的,分享,蛋糕,籃子,0,0,0
DRYER,吹風機,背包,郵票,主要的,0,0,0
DUCK,鴨子,(用單數動詞),移動,六月,0,0,0
DUMB,啞的,螃蟹,灰色(的),下評論,0,0,0
DUMPLING,餃子,頻道,慣常地,想,0,0,0
DURING,在,花,地圖,結婚,0,0,0
DUTY,責任,一起,小說,政府,0,0,0
EACH,(用單數動詞),字典,責任,晚餐,0,0,0
EAGLE,老鷹,綿羊,情緒,他們的,0,0,0
EAR,耳朵,使興奮,大頭針,吉普車,0,0,0
EARLY,早的,運動,內衣,擁有,0,0,0
EARN,賺,翅膀,草,簡易的,0,0,0
EARRINGS,耳環,字母表,買,開始,0,0,0
EARTH,泥土,草,誠實的,五,0,0,0
EASE,減緩,衝,書房,手電筒,0,0,0
EAST,東方(的),在,訊息,(,0,0,0
EASTER,復活節,普遍的,步伐,空間,0,0,0
EASY,簡易的,修改,毯子,(用單數動詞),0,0,0
EAT,吃,嘿(引起注意),天然氣,侵襲,0,0,0
EDGE,邊緣,十八,正方形,努力,0,0,0
EDUCATION,教育,安排,斑,班機,0,0,0
EFFORT,努力,價值,極好的,贏,0,0,0
EGG,蛋,有活力的,榔頭,一些,0,0,0
EIGHT,八,英哩,風格,責罵,0,0,0
EIGHTEEN,十八,簡單的,責罵,牆(壁),0,0,0
EIGHTY,八十,發現,後者的,移動,0,0,0
EITHER,也不,何地,噪音,網球,0,0,0
ELDER,長輩,大廳,(不可數),原諒,0,0,0
ELECT,選舉出,往,中心,指示,0,0,0
ELECTRIC,電(動)的,團隊,錄影機(帶),一,0,0,0
ELEPHANT,大象,袋子,較少的,(,0,0,0
ELEVEN,十一,謙虛的,姐妹,製作,0,0,0
ELSE,其他的,再次,影片,簽字筆,0,0,0
EMAIL,電子郵件,團體,租用,背包,0,0,0
EMBARRASS,使尷尬,(,正午,讚美,0,0,0
EMOTION,情緒,曾經,圍牆,使驚恐,0,0,0
EMPHASIZE,強調,然後,樓下,(,0,0,0
EMPLOY,僱用,左邊(的),翅膀,樹,0,0,0
END,結束,鵝,飲食,原諒,0,0,0
ENEMY,敵人,跳,麵包,(鴨舌)帽,0,0,0
ENERGETIC,有活力的,地址,慢跑,破裂,0,0,0
ENERGY,活力,頑皮,排,城市,0,0,0
ENGINE,引擎,戒指,兩者(都),也不,0,0,0
ENGINEER,工程師,顏色,健行,花園,0,0,0
ENGLISH,英文,使受傷,年齡,使驚恐,0,0,0
ENJOY,享受,她的,懷疑,顧客,0,0,0
ENOUGH,足夠的,公里,傳統,陽光充足的,0,0,0
ENTER,進入,暖氣,堂表兄弟姐妹,比,0,0,0
ENTRANCE,入口,沉默的,筷子,或許,0,0,0
ENVELOPE,信封,吸管,第二,指示,0,0,0
ENVY,妒忌,操作,堂表兄弟姐妹,公分,0,0,0
EQUAL,平等的,綠色(的),街道,前者的,0,0,0
ERASER,擦子,房間,大頭針,金(黃)色(的),0,0,0
ERROR,錯誤,自助餐館,甜點,(用單數動詞),0,0,0
ESPECIALLY,尤其是,分享,手勢,討厭,0,0,0
EVEN,甚至,九十,記錄,頭痛,0,0,0
EVENING,傍(夜)晚,暴風雨的,正午,槍,0,0,0
EVENT,事件,木瓜,脖子,蓋子,0,0,0
EVER,曾經,答應,棉花,草,0,0,0
EVERY,(,在,原理,童年,0,0,0
EVERYONE,(,等待,選擇,溪流,0,0,0
EVERYTHING,(用單數動詞),番石榴,店員,感到興奮的,0,0,0
EVERYWHERE,到處,野狼,彩虹,離開,0,0,0
EVIL,邪惡的,設計,人群,大學,0,0,0
EXAM,考試,噪音,三,七月,0,0,0
EXAMPLE,例子,洋娃娃,城市,想,0,0,0
EXCELLENT,傑出的,機器人,什麼原因,請客,0,0,0
EXCEPT,除,鼓,因此,檸檬,0,0,0
EXCITE,使興奮,充滿,事實上,冷藏箱,0,0,0
EXCITED,感到興奮的,飢餓,洋蔥,這,0,0,0
EXCITING,刺激的,經理,牛仔褲,安全,0,0,0
EXCUSE,藉口,有價值的,星星,公里,0,0,0
EXERCISE,運動,八月,小販,方法,0,0,0
EXIST,存在,一包(袋),雪人,螢幕,0,0,0
EXIT,出口,其他的,公寓,朋友,0,0,0
EXPECT,期待,帥的,笛子,底部,0,0,0
EXPENSIVE,昂貴的,閃電,尖銳的,語言,0,0,0
EXPERIENCE,經驗,一月,整齊的,必須的,0,0,0
EXPLAIN,解釋,尊敬,曲線,四,0,0,0
EXPRESS,表達,洋娃娃,滑雪,或許,0,0,0
EXTRA,多(餘)的,帥的,依靠,鋼琴,0,0,0
EYE,眼睛,體育館,週日,三,0,0,0
FACE,臉,甜甜圈,點,妒忌,0,0,0
FACT,事實,使驚恐,在,必須的,0,0,0
FACTORY,工廠,高興的,派,山,0,0,0
FAIL,考不及格,使成對,溫暖的,喜愛,0,0,0
FAIR,公平的,耳朵,手機,城市,0,0,0
FALL,掉,發狂,工作,梳子,0,0,0
FALSE,錯的,恐龍,想要,鯊魚,0,0,0
FAMILY,家人,堆,影片,生氣的,0,0,0
FAMOUS,有名的,時鐘,玩笑,雖然,0,0,0
FAN,(歌,出去,形狀,閃電,0,0,0
FANCY,別緻的,費用,可愛,帶有,0,0,0
FANTASTIC,極好的,塔,戒指,一樣的,0,0,0
FAR,遠的,最後,別緻的,繪畫,0,0,0
FARM,農場,雞肉,航行,他自己,0,0,0
FARMER,農夫,家人,電(動)的,(小)蟲,0,0,0
FAST,速度快的,好吃的,苦的,(,0,0,0
FAT,胖的,內衣,生意,圓胖的,0,0,0
FATHER,父親,長方形,神奇的,機敏,0,0,0
FAUCET,水龍頭,流行性感冒,王國,咖啡色(的),0,0,0
FAULT,錯誤,藥物,在,灰色(的),0,0,0
FAVORITE,最喜愛的,避免,男主(持)人,比較多,0,0,0
FEAR,恐懼,短褲,使興奮,突然的,0,0,0
FEBRUARY,二月,海洋,系統,同意,0,0,0
FEE,費用,磚塊,這裡,蠟筆,0,0,0
FEED,餵食,使集中,飽的,形成,0,0,0
FEEL,感覺,意外,曲線,頑皮,0,0,0
FEELING,感覺,盒子,前者的,先生(尊稱),0,0,0
FENCE,圍牆,爵士,駕駛,台灣,0,0,0
FESTIVAL,節慶,處罰,左邊(的),大聲的,0,0,0
FEVER,發燒,書桌,天花板,山丘,0,0,0
FEW,(,抽屜,幾乎不,鼓,0,0,0
FIFTEEN,十五,嘴巴,衣服,小徑,0,0,0
FIFTY,五十,驕傲,(,行動,0,0,0
FIGHT,打鬥,時鐘,鋼琴,大頭針,0,0,0
FILL,充滿,照片,地下室,往後,0,0,0
FILM,影片,泳池,最後的,沙發,0,0,0
FINAL,期末考,河馬,下雪,製作,0,0,0
FINALLY,最後的,極好的,錄音帶,風,0,0,0
FIND,發現,大量,帶來,天空,0,0,0
FINE,好的,卡式磁帶,滑雪,必須的,0,0,0
FINGER,手指,努力,活著的,馬,0,0,0
FINISH,完成,項鍊,老鷹,跳舞,0,0,0
FIRE,火,想家的,使集中,充滿,0,0,0
FIRST,第一,服務(不可數),椅子,口袋,0,0,0
FISH,魚肉,掉落,人們,領隊,0,0,0
FISHERMAN,漁夫,鯊魚,風箏,敵人,0,0,0
FISHING,釣魚,生命,害怕的,制服,0,0,0
FIT,使適合,袋鼠,敲擊,黃色(的),0,0,0
FIVE,五,週末,六月,司機,0,0,0
FIX,修理,刷,在週圍,睡覺,0,0,0
FLAG,旗子,兄弟,欺騙,否定的,0,0,0
FLASHLIGHT,手電筒,百萬,護士,飢餓,0,0,0
FLIGHT,班機,他的,(女用)皮包,湖泊,0,0,0
FLOOR,地板,(,零食,吃,0,0,0
FLOUR,麵粉,拷貝,溫和的,名字,0,0,0
FLOWER,花,湯匙,暴風雨,讚美,0,0,0
FLU,流行性感冒,生物,可怕的,種子,0,0,0
FLUTE,笛子,程度,修理,照相機,0,0,0
FLY,駕駛(飛機),大量,航空公司,花,0,0,0
FOCUS,使集中,女神,二月,圖案,0,0,0
FOG,霧,越過,中間的,唯一的,0,0,0
FOGGY,多霧的,任期,(寬圓)帽,蠟筆,0,0,0
FOLLOW,跟隨,陽台,提(高),鉛筆,0,0,0
FOOD,食物,律師,柳橙,戒指,0,0,0
FOOL,呆子,例子,曾經,天,0,0,0
FOOLISH,愚蠢的,講話,期間,汽車,0,0,0
FOOT,腳,(,前者的,教堂,0,0,0
FOOTBALL,橄欖球,復活節,頑皮,是否,0,0,0
FOR,為了,捷運,國內的,浴缸,0,0,0
FOREIGN,外國的,減少,搖晃,音樂家,0,0,0
FOREIGNER,外國人,玩笑,信封,帶來,0,0,0
FOREST,森林,如何,圖案,邊,0,0,0
FORGET,忘記,十,愚蠢,小說,0,0,0
FORGIVE,原諒,金屬,書房,博物館,0,0,0
FORK,叉子,突然的,你自己,公車,0,0,0
FORM,形成,問,修理,國王,0,0,0
FORMAL,正式的,臥室,注意,國王,0,0,0
FORMER,前者的,移動,十一,紫色(的),0,0,0
FORTY,四十,老鷹,掉,那個,0,0,0
FORWARD,往前,真實的,硬幣,寄,0,0,0
FOUR,四,吸管,英文,私下的,0,0,0
FOURTEEN,十四,真相(不可數),會員,鴨子,0,0,0
FOX,狐狸,(西裝)外套,藉口,這個,0,0,0
FRANK,坦白,早餐,拒絕,衣服,0,0,0
FREE,免費的,恐龍,鯊魚,歌曲,0,0,0
FREEDOM,自由,進入,天使,幽默的,0,0,0
FREEZER,冷藏箱,郵差,一套,梳子,0,0,0
FREEZING,極冷的,僱用,機警,當然的,0,0,0
FRESH,新鮮的,音樂,下雪,啞的,0,0,0
FRIDAY,週五,廣播,派對,炸彈,0,0,0
FRIEND,朋友,警衛,昆蟲,挖掘,0,0,0
FRIENDLY,友善的,像,咳嗽,一打,0,0,0
FRIENDSHIP,友誼,技師,美麗,便宜的,0,0,0
FRIGHTEN,使驚恐,領隊,美國人,表現,0,0,0
FRISBEE,飛盤,領隊,勝利,躲藏,0,0,0
FROG,青蛙,角色,池塘,甜甜圈,0,0,0
FROM,從,顧客,浪費,不同,0,0,0
FRONT,前面的,蠟燭,醋,再次,0,0,0
FRUIT,水果,沙發,消失,在,0,0,0
FRY,煎,曾經,空氣,笛子,0,0,0
FULL,飽的,想要,家庭主婦,切,0,0,0
FUN,樂趣,劇院,期待,表達,0,0,0
FUNNY,好笑,雪,畫底線,手表,0,0,0
FURNITURE,家具(不可數),教堂,疲累,拖地,0,0,0
FUTURE,未來,選擇,挑選,中華民國,0,0,0
GAIN,得到,(用字母)拼字,雞肉,書架,0,0,0
GAME,遊戲,氣候,吞,電燈,0,0,0
GARAGE,車庫,公主,電話,會議,0,0,0
GARBAGE,垃圾,恐懼,爵士,(西裝)外套,0,0,0
GARDEN,花園,往後,寺廟,部門,0,0,0
GAS,天然氣,黑板,柳橙,正方形,0,0,0
GATE,大門,芒果,事情,期待,0,0,0
GATHER,聚集,店主,神奇的,畫家,0,0,0
GENERAL,一般的,盲的,使受傷,站立,0,0,0
GENEROUS,大方,餐(點),吠,昆蟲,0,0,0
GENIUS,天才,郵件,說,姪女,0,0,0
GENTLE,溫和的,部門,平底鍋,討論,0,0,0
GENTLEMAN,紳士,派對,牛仔,忘記,0,0,0
GEOGRAPHY,地理,分(錢),網際網路,牛,0,0,0
GESTURE,手勢,簡易的,十月,鉛筆,0,0,0
GET,得到,生日,架子,尚未(否定),0,0,0
GHOST,鬼魂,線條,(,成長,0,0,0
GIANT,巨人,律師,臉,姐妹,0,0,0
GIFT,禮物,視力,三明治,窗簾,0,0,0
GIRL,女孩,他們自己,劇院,六十,0,0,0
GIVE,給,距離,烤吐司,沐浴,0,0,0
GLAD,高興的,破壞,謙虛的,某處,0,0,0
GLASS,玻璃杯,短的,筆直的,母雞,0,0,0
GLASSES,眼鏡,返回,航空公司,學生,0,0,0
GLOVE,手套,兒子,年級,幾乎,0,0,0
GLUE,膠水,(,毛巾,糖果,0,0,0
GOAL,目標,訊息,請客,父/母,0,0,0
GOAT,山羊,冰,感到有興趣的,貨車,0,0,0
GOD,上帝,沐浴,壘球,展現,0,0,0
GOLD,金子,擦子,不誠實的,歡喜,0,0,0
GOLDEN,金(黃)色(的),潮濕的,樣品,海豚,0,0,0
GOLF,高爾夫球,四月,分(錢),風箏,0,0,0
GOOD,好的,速度快的,牛仔褲,種子,0,0,0
GOODBYE,再見,四月,富有的,雞肉,0,0,0
GOODNESS,女神,水果,警衛,航行,0,0,0
GOOSE,鵝,牙痛,平原,啞的,0,0,0
GOVERNMENT,政府,樂器,例子,節慶,0,0,0
GRADE,年級,英磅,大門,極好的,0,0,0
GRAM,公克,雨衣,柳橙,成人,0,0,0
GRANDSON,孫子,紫色(的),說,村莊,0,0,0
GRAPE,葡萄,山羊,榔頭,低的,0,0,0
GRASS,草,錯誤,拜訪,中國,0,0,0
GRAY,灰色(的),螞蟻,主動,美國,0,0,0
GREAT,很棒的,英磅,下巴,離開,0,0,0
GREEDY,貪心的,百萬,你們自己,地板,0,0,0
GREEN,綠色(的),放置,烤箱,露營,0,0,0
GREET,打招呼,責罵,颱風,五十,0,0,0
GROUND,地面,修理,烤吐司,烤箱,0,0,0
GROUP,團體,片刻,派,大的,0,0,0
GROW,成長,爐灶,挖掘,髒的,0,0,0
GUARD,警衛,愛說話,在,週五,0,0,0
GUAVA,番石榴,私下的,銀子,擴音機,0,0,0
GUESS,猜測,贏,山,地理,0,0,0
GUEST,客人,離開,拒絕,產品,0,0,0
GUIDE,導遊,電燈,湯,沙發,0,0,0
GUITAR,吉他,保齡球,發現,海,0,0,0
GUN,槍,出現,小提琴,足夠的,0,0,0
GUY,傢伙,情緒,青蛙,贏,0,0,0
GYM,體育館,項鍊,字典,商店,0,0,0
HABIT,習慣,六月,可怕的,出售,0,0,0
HAIR,頭髮,爐灶,在,牆(壁),0,0,0
HAIRCUT,理髮,健行,曲線,極冷的,0,0,0
HALF,半(小時),走路,酷的,戒指,0,0,0
HALL,大廳,除,會議,勇氣(不可數),0,0,0
HALLOWEEN,萬聖節,形成,航行,飢餓的,0,0,0
HAM,火腿,圓,空格,廁所,0,0,0
HAMBURGER,漢堡,技巧,最新的,錯誤,0,0,0
HAMMER,榔頭,立即的,似乎,(海,0,0,0
HAND,手,正午,腳趾,村莊,0,0,0
HANDLE,處理,嘴巴,花園,胃,0,0,0
HANDSOME,帥的,微笑,歌手,酸的,0,0,0
HANG,懸掛,方法,啞的,帶有,0,0,0
HANGER,衣架,欺騙,他的,小提琴,0,0,0
HAPPEN,發生,豬,邊緣,發現,0,0,0
HAPPY,快樂的,大的,蜂蜜,流行性感冒,0,0,0
HARD,困難的,手電筒,陽光充足的,受歡迎的,0,0,0
HARDLY,幾乎不,髒的,麵粉,在,0,0,0
HAT,(寬圓)帽,小時,注視,汽車,0,0,0
HATE,討厭,有幫助的,邀請,蜂蜜,0,0,0
HEAD,頭,書,或許,主要的,0,0,0
HEADACHE,頭痛,朋友,貿易,夢想,0,0,0
HEALTH,健康,深的,包裹,美味的,0,0,0
HEALTHY,健康的,警鈴,女演員,校長,0,0,0
HEAR,聽到,高速公路,蝴蝶,抱歉的,0,0,0
HEART,心(臟),父親,種植,藝術家,0,0,0
HEAT,熱氣,南瓜,百,幽默,0,0,0
HEATER,暖氣,放置,森林,洋蔥,0,0,0
HEAVY,重的,相簿,日常的,女人,0,0,0
HEIGHT,高度,任期,歡迎,鹽,0,0,0
HELICOPTER,直升機,藥物,房間,蛇,0,0,0
HELLO,哈囉,拇指,酸的,輸家,0,0,0
HELP,幫忙,老的,抽屜,抵達,0,0,0
HELPFUL,有幫助的,遵守,一刻,成人,0,0,0
HEN,母雞,非常,害羞的,蝸牛,0,0,0
HER,她的,指甲,藝術家,磚塊,0,0,0
HERE,這裡,新聞記者,修理,慢的,0,0,0
HERO,英雄,拷貝,披薩,果醬,0,0,0
HERS,(,追逐,嚴重的,派對,0,0,0
HERSELF,她自己,打鬥,橄欖球,但是,0,0,0
HEY,嘿(引起注意),十,行動,泥漿,0,0,0
HIDE,躲藏,感到驚訝的,鈕扣,期間,0,0,0
HIGH,高的,化學,外國人,漫畫,0,0,0
HIGHWAY,高速公路,車庫,晴朗的,變遷,0,0,0
HIKE,健行,文化,比,枯燥無趣的,0,0,0
HIKING,健行,中等的,沐浴,昔日,0,0,0
HILL,山丘,牛仔褲,瀑布,錯的,0,0,0
HIMSELF,他自己,衣櫥(櫃),辣,買,0,0,0
HIP,臀部,通常的,寵物,一片(張,0,0,0
HIPPO,河馬,有可能的,家,度量單位,0,0,0
HIRE,僱用,出售,往前,安全的,0,0,0
HIS,他的,課程,語言,棉花,0,0,0
HISTORY,歷史,令人愉悅的,感覺,窗戶,0,0,0
HIT,打擊,吉普車,數學,陣雨,0,0,0
HOBBY,嗜好,柳橙,狀態,英吋,0,0,0
HOLD,握,轉(彎),然而,拒給,0,0,0
HOLE,洞,(,慢的,希望,0,0,0
HOLIDAY,假日,中間的,技師,死亡的,0,0,0
HOME,家,一瓶,轉(彎),嚐(到),0,0,0
HOMESICK,想家的,窗簾,初學者,理由,0,0,0
HOMEWORK,功課,練習,討論,舔,0,0,0
HONEST,誠實的,藍色(的),底部,合約,0,0,0
HONESTY,誠實,打氣,最大的,數字,0,0,0
HONEY,蜂蜜,(大)自然,(,遲(晚)的,0,0,0
HOP,跳,豆腐,昨天,皮夾,0,0,0
HOPE,希望,碰面,肥皂,發現,0,0,0
HORRIBLE,悲慘的,套裝,這些,(放句尾),0,0,0
HORSE,馬,鴨子,週六,時鐘,0,0,0
HOSPITAL,醫院,衝,慣常地,吼叫,0,0,0
HOST,男主(持)人,貼上,三十,成為,0,0,0
HOT,辣,公尺,幸運的,指甲,0,0,0
HOTEL,飯店,超重的,介紹,郵件,0,0,0
HOUR,小時,蚊子,口渴的,紫色(的),0,0,0
HOUSE,房屋,工廠,手套,例子,0,0,0
HOUSEWIFE,家庭主婦,不快樂的,塔,店員,0,0,0
HOUSEWORK,家事,零食,鑽石,功課,0,0,0
HOW,如何,極好的,漁夫,天,0,0,0
HOWEVER,然而,邊,(,(,0,0,0
HUG,擁抱,痛苦,電話,雲,0,0,0
HUMAN,人類,火,領隊,使適合,0,0,0
HUMBLE,謙虛的,行動,腳踝,地面,0,0,0
HUMID,潮濕的,規則,點,趕快,0,0,0
HUMOR,幽默,辦公室,領隊,踢,0,0,0
HUMOROUS,幽默的,錄音帶,醋,打電話,0,0,0
HUNDRED,百,(,西方(的),選擇,0,0,0
HUNGER,飢餓,隧道,非凡的,比較多,0,0,0
HUNGRY,飢餓的,熱氣,豆子,傑出的,0,0,0
HUNT,打獵,上升,公升,(用單數動詞),0,0,0
HUNTER,獵人,中心的,晚餐,僱用,0,0,0
HURRY,趕快,小圓麵包,平底鍋,告訴,0,0,0
HURT,使受傷,硬幣,結果,出口,0,0,0
HUSBAND,丈夫,成長,道歉,事實上,0,0,0
ICE,冰,公斤,熱氣,錄影機(帶),0,0,0
IDEA,點子,英文,花,刷,0,0,0
IGNORE,忽視,閃電,標題,青少年,0,0,0
ILL,生病的,七月,中的,習作簿,0,0,0
IMAGINE,想像,牙刷,網子,漁夫,0,0,0
IMPOLITE,不禮貌的,香蕉,她自己,黑色(的),0,0,0
IMPORTANCE,重要性,鯊魚,限制,公開的,0,0,0
IMPORTANT,重要的,牆(壁),方向,好吃的,0,0,0
IMPOSSIBLE,不可能的,吹,旗子,頭,0,0,0
IMPROVE,改善,夾克,鴨子,教,0,0,0
INCH,英吋,關於,打擊,連結,0,0,0
INCLUDE,包含,自私的,冰,下雨,0,0,0
INCOME,收入,打電話,增加,牌,0,0,0
INCREASE,增加,可怕的,貧窮,青蛙,0,0,0
INDICATE,指示,頭,國內的,暖氣,0,0,0
INFLUENCE,影響力,位置,男孩,知道,0,0,0
INK,墨水,和藹,沐浴,總統,0,0,0
INSECT,昆蟲,胖的,結婚的,街道,0,0,0
INSIDE,在,幽默的,日記,店主,0,0,0
INSIST,堅持,十八,風箏,摩擦,0,0,0
INSPIRE,激發,蓋子,慢跑,美術,0,0,0
INSTANT,立即的,極好的,了解,事先,0,0,0
INSTRUMENT,樂器,問,上帝,蒼白的,0,0,0
INTERESTED,感到有興趣的,書架,餅乾,皮夾,0,0,0
INTERNET,網際網路,開槍,排,炒菜鍋,0,0,0
INTERRUPT,中斷,五,當,毯子,0,0,0
INTERVIEW,訪問,緊張的,富有的,抽菸,0,0,0
INTO,進去,牛,想要,吼叫,0,0,0
INTRODUCE,介紹,(,期末考,大方,0,0,0
INVENT,發明,馬,脖子,嘗試,0,0,0
INVITATION,邀請,牛排,腿,使用,0,0,0
INVITE,邀請,地方,美國,鈕扣,0,0,0
IRON,熨斗,公平的,足球,責罵,0,0,0
ISLAND,島,公司,罪行,僱用,0,0,0
ITS,它的,閃電,方向,盲的,0,0,0
ITSELF,它自己,手臂,跳躍,進入,0,0,0
JACKET,夾克,強壯的,躲藏,服務,0,0,0
JAM,果醬,尾巴,幾乎不,(小)蟲,0,0,0
JANUARY,一月,祝福,校園,沙拉,0,0,0
JAZZ,爵士,自從,九月,七,0,0,0
JEALOUS,忌妒的,烤箱,浴室,傳統,0,0,0
JEANS,牛仔褲,黑板,地面,列(清單),0,0,0
JEEP,吉普車,一般的,躲藏,發明,0,0,0
JOB,工作,人口(不可數),嗜好,溪流,0,0,0
JOG,慢跑,貓,傳統,覆蓋,0,0,0
JOGGING,慢跑,英磅,玻璃杯,遞送,0,0,0
JOIN,參加,螢幕,聖誕節,牆(壁),0,0,0
JOKE,玩笑,原諒,入口,寶藏,0,0,0
JOURNALIST,新聞記者,警衛,事實上,茶,0,0,0
JOY,歡喜,鄰居,似乎,宇宙,0,0,0
JUDGE,法官,教練,使興奮,大聲地,0,0,0
JUICE,果汁,(,劇院,初學者,0,0,0
JULY,七月,開槍,天然氣,歡迎,0,0,0
JUMP,跳躍,八月,遠的,曾經,0,0,0
JUNE,六月,週五,冷藏箱,鐵路,0,0,0
KANGAROO,袋鼠,現行的,果汁,美國,0,0,0
KEEP,保持,有可能的,導管,然後,0,0,0
KETCHUP,番茄醬,記得,公開的,全體的,0,0,0
KEY,鑰匙,黑暗的,新聞記者,超級的,0,0,0
KICK,踢,巨人,八月,事實,0,0,0
KID,孩童,感到興奮的,爆米花,單一的,0,0,0
KILL,殺(死),行星,拜訪,冷藏箱,0,0,0
KILOGRAM,公斤,手機,它的,長輩,0,0,0
KILOMETER,公里,或許,照片,唯一的,0,0,0
KIND,和藹,生產,很棒的,尋常的,0,0,0
KING,國王,照相機,命令,超重的,0,0,0
KINGDOM,王國,很棒的,碟子,突然的,0,0,0
KISS,親吻,誠實,正的,選擇,0,0,0
KITCHEN,廚房,團隊,物體,讚美,0,0,0
KITE,風箏,使關心,傳統,天真的,0,0,0
KITTEN,小貓,池塘,羽毛球,地方,0,0,0
KNEE,膝蓋,溜滑梯,小氣的,藍色(的),0,0,0
KNIFE,刀子,廁所,沙漠,身體,0,0,0
KNOCK,敲擊,計畫,爭執(論),槍,0,0,0
KNOW,知道,任期,頭暈的,節省,0,0,0
KNOWLEDGE,知識,家事,考試,參加,0,0,0
KOALA,無尾熊,紙,越過,展現,0,0,0
LACK,缺乏,二,鯨魚,萵苣,0,0,0
LADY,淑女,打擊,變遷,鬍子,0,0,0
LAKE,湖泊,前者的,使落入圈套,一樣的,0,0,0
LAMB,羔羊,降落,錄音帶,姪子,0,0,0
LAMP,檯燈,才華,呆子,刷,0,0,0
LAND,降落,距離,害怕的,收入,0,0,0
LANGUAGE,語言,工作,何地,炒菜鍋,0,0,0
LARGE,大的,筆記本,(海,痛苦的,0,0,0
LAST,最後,方法,泥漿,番茄醬,0,0,0
LATE,遲(晚)的,寫,處罰,模特兒,0,0,0
LATER,比較晚的,市場,隧道,訪問,0,0,0
LATEST,最新的,辣,高度,甜點,0,0,0
LATTER,後者的,吹風機,地毯,賽跑,0,0,0
LAUGH,大笑,農夫,雷,太陽,0,0,0
LAW,法律,聽(到),家庭主婦,西方(的),0,0,0
LAWYER,律師,辯論,麻煩,(,0,0,0
LAY,平躺,閃電,十九,籃子,0,0,0
LAZY,懶惰的,一套,空間,操場,0,0,0
LEAD,引導,錄音帶,也不(倒裝),怪物,0,0,0
LEADER,領導者,羽毛球,(,水龍頭,0,0,0
LEAF,(,地下道,想要,村莊,0,0,0
LEARN,學到,雨傘,小提琴,蛋糕,0,0,0
LEAST,最少,駕駛(飛機),指揮,錯的,0,0,0
LEAVE,離開,蛇,妻子,課程,0,0,0
LEFT,左邊(的),糖,公開的,發生,0,0,0
LEG,腿,使成對,驕傲,長沙發,0,0,0
LEMON,檸檬,市場,充滿,南方(的),0,0,0
LEND,借(出),萬聖節,外國的,番茄醬,0,0,0
LESS,比較少,最新的,套裝,充滿,0,0,0
LESSON,課,蠟燭,錄音帶,普遍的,0,0,0
LET,讓(允許),顧客,期間,創造,0,0,0
LETTER,信,他們自己,生日,貧窮,0,0,0
LETTUCE,萵苣,贏家,會員,新的,0,0,0
LEVEL,程度,唯一的,廁所,衝,0,0,0
LIBRARY,圖書館,正面的,籠子,神奇的,0,0,0
LICK,舔,計程車,受歡迎的,男演員,0,0,0
LID,蓋子,自由,相像的,點子,0,0,0
LIE,說謊,雙倍的,十九,超重的,0,0,0
LIFE,生命,英哩,提(高),氣球,0,0,0
LIFT,提(高),橄欖球,一瓶,筆直的,0,0,0
LIGHT,電燈,慾望,追蹤,汽車,0,0,0
LIGHTNING,閃電,圓胖的,小圓麵包,豬肉,0,0,0
LIKE,像,降落,老鼠,有可能的,0,0,0
LIKELY,有可能的,山,贏家,技師,0,0,0
LIMIT,限制,女人,舉起,錯的,0,0,0
LINE,線條,拉,表格,座位,0,0,0
LINK,連結,團體,節慶,早餐,0,0,0
LION,獅子,錄音帶,會議,(,0,0,0
LIP,嘴唇,通常的,年齡,圓胖的,0,0,0
LIQUID,液體,黑板,山,我們的,0,0,0
LIST,列(清單),大門,十二月,買,0,0,0
LISTEN,(留心)聽,魚肉,(小)蟲,活著的,0,0,0
LITER,公升,操作,在國外,兄弟,0,0,0
LITTLE,(,長凳,姑.姨.嬸.伯/舅母,輸,0,0,0
LIVE,居住,比較少,臥室,架子,0,0,0
LOAF,一條(吐司),計畫,繪畫,玩具,0,0,0
LOCAL,當地的,(距離)遠的,接受,國家,0,0,0
LOCK,鎖,辦公室,遞送,糖,0,0,0
LOCKER,置物櫃,相當,墊子,必定,0,0,0
LONELY,孤獨,相似的,它自己,事先,0,0,0
LONG,長的,歡迎,九十,使困惑,0,0,0
LOOK,注視,度量單位,選擇,有可能的,0,0,0
LOSE,輸,打氣,鑰匙,情侶,0,0,0
LOSER,輸家,熊,拒絕,野生的,0,0,0
LOUD,大聲的,睡著的,番茄,錯誤,0,0,0
LOVE,喜愛,驢子,水龍頭,抽屜,0,0,0
LOVELY,可愛,十六,明天,最新的,0,0,0
LOW,低的,擁抱,高爾夫球,活動,0,0,0
LUCKY,幸運的,自助餐館,披薩,西瓜,0,0,0
LUNCH,午餐,嘴巴,遲(晚)的,餅乾,0,0,0
MACHINE,機器,擦子,放置,自從,0,0,0
MAD,發狂,在,火腿,喇叭,0,0,0
MAGAZINE,雜誌,汽車,島,餵食,0,0,0
MAGIC,神奇的,梳妝檯,吞,電腦,0,0,0
MAGICIAN,魔術師,友誼,汽車,允許,0,0,0
MAIL,郵件,酸的,貼上,麵粉,0,0,0
MAILMAN,郵差,安全,小徑,公里,0,0,0
MAIN,主要的,二,很棒的,往後,0,0,0
MAJOR,主要的,相似的,北方(的),他的,0,0,0
MAKE,製作,新的,千,黑暗的,0,0,0
MALE,男性,問,幼稚的,準備好的,0,0,0
MALL,購物中心,船,池塘,受歡迎的,0,0,0
MAN,男人,交通,事實上,生病的,0,0,0
