word,meaning,option1,option2,option3,Ginger,River,Sigma
JUMP,跳躍,蘋果,喝,下午,0,0,0
JUNE,六月,蘋果,星期二,米飯,0,0,0
JUNIOR HIGH SCHOOL,國中,下午,商店,六,0,0,0
JUST,只是/剛才,昨天,商店,聽,0,0,0
KANGAROO,袋鼠,水果,麵包,玩,0,0,0
KEEP,保持,星期一,魚,爺爺,0,0,0
KEY,鑰匙,一月,兄弟,九,0,0,0
KICK,踢,星期二,八,蛋糕,0,0,0
KID,小孩,睡,母親,冷的,0,0,0
KILL,殺,星期二,二,餐廳,0,0,0
KILOGRAM,公斤,水果,灰色,香蕉,0,0,0
KIND,種類/親切的,蘋果,新的,魚,0,0,0
KING,國王,學習,餐廳,下午,0,0,0
KISS,吻,兔子,牛奶,星期二,0,0,0
KITCHEN,廚房,麵包,橘色,鳥,0,0,0
KITE,風箏,車站,看,舊的,0,0,0
KNEE,膝蓋,肉,明天,熊,0,0,0
KNIFE,刀子,星期一,明天,醫院,0,0,0
KNOCK,敲,家,明天,睡,0,0,0
KNOW,知道,猴子,昨天,下午,0,0,0
KNOWLEDGE,知識,白色,女兒,綠色,0,0,0
KOALA,無尾熊,玩,中午,橘色,0,0,0
LAKE,湖,學校,小的,吃,0,0,0
LAMP,燈,餐廳,獅子,醫院,0,0,0
LAND,土地,工作,餐廳,魚,0,0,0
LANGUAGE,語言,學校,猴子,白色,0,0,0
LANTERN,燈籠,姐妹,三,狗,0,0,0
LARGE,大的,昨天,二,藍色,0,0,0
LAST,最後的,今天,七,熊,0,0,0
LATE,晚的,喝,晚上,魚,0,0,0
LATER,稍後,喝,八,七,0,0,0
LAUGH,笑,兔子,傷心的,老虎,0,0,0
LAWYER,律師,白色,爺爺,早上,0,0,0
LAZY,懶惰的,看,女兒,七,0,0,0
LEAD,引導,八,家,一,0,0,0
LEADER,領導者,肉,水果,吃,0,0,0
LEARN,學習,阿姨,叔叔,一,0,0,0
LEAST,最少(的),兔子,餐廳,紅色,0,0,0
LEAVE,離開,蘋果,母親,早上,0,0,0
LEFT,左邊,醫院,看,玩,0,0,0
LEG,腿,車站,小的,好的,0,0,0
LEMON,檸檬,睡,老虎,魚,0,0,0
LEND,借出,九,奶奶,玩,0,0,0
LESS,較少的,十,五,昨天,0,0,0
LESSON,課,晚上,車站,看,0,0,0
LET,讓,八,兄弟,玩,0,0,0
LETTER,信,紫色,新的,蘋果,0,0,0
LETTUCE,萵苣,聽,醫院,七,0,0,0
LIBRARY,圖書館,下午,獅子,聽,0,0,0
LID,蓋子,圖書館,猴子,工作,0,0,0
LIE,說謊,鳥,一月,睡,0,0,0
LIFE,生活,黃色,女兒,工作,0,0,0
LIGHT,燈光/輕的,黑色,好的,一,0,0,0
LIKE,喜歡,一,魚,橘色,0,0,0
LINE,隊伍/線條,黑色,五,女兒,0,0,0
LION,獅子,今天,十,馬,0,0,0
LIP,嘴唇,一月,爺爺,米飯,0,0,0
LIST,表/名單,粉紅色,蘋果,走,0,0,0
LISTEN,聽,母親,三,蛋糕,0,0,0
LITTLE,小的,鳥,公園,七,0,0,0
LIVE,住/活的,看,老虎,菜,0,0,0
LIVING ROOM,客廳,紫色,貓,姐妹,0,0,0
LONELY,寂寞的,蘋果,熱的,姐妹,0,0,0
LONG,長的,快樂的,學習,中午,0,0,0
LOOK,看,銀行,爺爺,車站,0,0,0
LOSE,遺失,車站,老虎,工作,0,0,0
LOUD,大聲的,喝,玩,九,0,0,0
LOVE,喜愛,中午,晚上,黃色,0,0,0
LOVELY,可愛的,菜,白色,喝,0,0,0
LOW,低的,睡,四,壞的,0,0,0
LUCKY,幸運的,快樂的,好的,走,0,0,0
LUNCH,午餐,兔子,晚上,牛奶,0,0,0
MACHINE,機器,奶奶,肉,新的,0,0,0
MAD,瘋狂的,快樂的,五,熱的,0,0,0
MAGIC,神奇的/魔術,餐廳,紫色,一,0,0,0
MAIL,信件,肉,圖書館,兒子,0,0,0
MAILMAN,郵差,貓,老虎,早上,0,0,0
MAKE,製作,好的,馬,叔叔,0,0,0
MAN,男人,玩,貓,兄弟,0,0,0
MANY,許多的,兔子,走,冷的,0,0,0
MAP,地圖,米飯,晚上,獅子,0,0,0
MARCH,三月,圖書館,跑,魚,0,0,0
MARK,做記號,綠色,紅色,中午,0,0,0
MARKER,簽字筆,熊,昨天,晚上,0,0,0
MARKET,市場,九,學習,母親,0,0,0
MARRIED,已婚的,玩,車站,白色,0,0,0
MASK,面具,牛奶,菜,米飯,0,0,0
MAT,墊子,熊,公園,藍色,0,0,0
MATH,數學,銀行,水果,菜,0,0,0
MATTER,事情,麵包,玩,兒子,0,0,0
MAY,可能/五月,吃,大的,阿姨,0,0,0
MAYBE,也許,一,傷心的,早上,0,0,0
MEAL,一餐,六,一,灰色,0,0,0
MEAN,意指,兒子,紫色,灰色,0,0,0
MEAT,肉,牛奶,蘋果,星期二,0,0,0
MEDICINE,藥,喝,女兒,香蕉,0,0,0
MEDIUM,中號(的),蛋糕,看,粉紅色,0,0,0
MEET,遇見,粉紅色,牛奶,車站,0,0,0
MEETING,會議,馬,明天,紅色,0,0,0
MENU,菜單/選單,大的,壞的,昨天,0,0,0
MILE,英里,走,母親,蛋糕,0,0,0
MILK,牛奶,看,綠色,阿姨,0,0,0
MILLION,百萬,工作,肉,紅色,0,0,0
MIND,介意,吃,蛋糕,走,0,0,0
MINUTE,分鐘,魚,醫院,跑,0,0,0
MISS,小姐/想念,紅色,九,跑,0,0,0
MISTAKE,錯誤,女兒,紅色,獅子,0,0,0
MODERN,現代化的,熱的,商店,工作,0,0,0
MOMENT,片刻,紫色,綠色,玩,0,0,0
MONDAY,星期一,米飯,馬,黑色,0,0,0
MONEY,錢,工作,車站,鳥,0,0,0
MONKEY,猴子,好的,圖書館,銀行,0,0,0
MONTH,月份,車站,一,銀行,0,0,0
MOON,月亮,玩,綠色,下午,0,0,0
MOP,拖地,今天,睡,二,0,0,0
MORE,更多的,一,魚,熊,0,0,0
MORNING,早上,冷的,阿姨,四,0,0,0
MOST,大部分的,下午,車站,母親,0,0,0
MOTHER,母親,貓,聽,姐妹,0,0,0
MOTORCYCLE,機車,六,黑色,灰色,0,0,0
MOUNTAIN,山,兄弟,今天,舊的,0,0,0
MOUSE,老鼠,肉,熊,小的,0,0,0
MOUTH,嘴巴,六,中午,父親,0,0,0
MOVE,移動,市場,中午,明天,0,0,0
MOVIE,電影,叔叔,明天,走,0,0,0
MR,先生,車站,狗,公園,0,0,0
MRS,太太,聽,綠色,市場,0,0,0
MRT,捷運,菜,睡,兄弟,0,0,0
MS,女士,狗,小的,星期二,0,0,0
MUCH,許多(不可數),中午,兒子,星期一,0,0,0
MUD,泥巴,壞的,吃,白色,0,0,0
MUSEUM,博物館,肉,昨天,走,0,0,0
MUSIC,音樂,熱的,明天,睡,0,0,0
MUST,必須,貓,快樂的,大的,0,0,0
NAIL,釘子,星期一,鳥,父親,0,0,0
NAME,名字,蛋糕,舊的,粉紅色,0,0,0
NATIONAL,國家的,星期二,早上,肉,0,0,0
NEAR,在…附近,新的,下午,晚上,0,0,0
NECK,脖子,猴子,肉,吃,0,0,0
NEED,需要,獅子,魚,香蕉,0,0,0
NEIGHBOR,鄰居,牛奶,晚上,下午,0,0,0
NEVER,從不,餐廳,醫院,一月,0,0,0
NEW,新的,舊的,十,魚,0,0,0
NEWS,消息/新聞,老虎,爺爺,奶奶,0,0,0
NEXT,下一個,三,明天,奶奶,0,0,0
NICE,好的,狗,女兒,今天,0,0,0
NIGHT,晚上,冷的,水果,兄弟,0,0,0
NINE,九,父親,冷的,聽,0,0,0
NINETEEN,十九,新的,獅子,玩,0,0,0
NINETEENTH,第十九,聽,四,兄弟,0,0,0
NINETY,九十,中午,圖書館,黑色,0,0,0
NINTH,第九,灰色,蛋糕,睡,0,0,0
NO,沒有/不是,星期一,二,兒子,0,0,0
NOBODY,沒有人,工作,八,晚上,0,0,0
NOD,點頭,八,公園,叔叔,0,0,0
NOISE,噪音,蛋糕,奶奶,六,0,0,0
NOODLE,麵條,明天,喝,星期二,0,0,0
NOON,中午,快樂的,猴子,晚上,0,0,0
NORTH,北方,公園,九,紅色,0,0,0
NOSE,鼻子,星期一,二,母親,0,0,0
NOT,不/不是,圖書館,看,紫色,0,0,0
NOTE,筆記,好的,熊,黑色,0,0,0
NOTEBOOK,筆記本/筆電,銀行,十,貓,0,0,0
NOTHING,沒東西/沒事,玩,商店,十,0,0,0
NOTICE,注意到,小的,舊的,水果,0,0,0
NOVEMBER,十一月,新的,狗,一,0,0,0
NOW,現在,五,學校,三,0,0,0
NUMBER,號碼,貓,紫色,十,0,0,0
NURSE,護士,看,紅色,熊,0,0,0
OCLOCK,點鐘,獅子,老虎,馬,0,0,0
OCTOBER,十月,十,玩,黃色,0,0,0
OF,…的,八,魚,圖書館,0,0,0
OFF,自…離開,蘋果,女兒,玩,0,0,0
OFFICE,辦公室,阿姨,公園,菜,0,0,0
OFFICER,官員,二,今天,昨天,0,0,0
OFTEN,時常,叔叔,黃色,家,0,0,0
OIL,油,米飯,一,五,0,0,0
OK,可以,新的,鳥,熱的,0,0,0
OLD,老的,鳥,喝,菜,0,0,0
ON,在…上面,看,白色,學習,0,0,0
ONCE,一次,銀行,餐廳,阿姨,0,0,0
ONE,一,父親,兒子,姐妹,0,0,0
ONLY,只有,傷心的,一,魚,0,0,0
OPEN,打開/開放,公園,二,吃,0,0,0
OR,或,父親,七,三,0,0,0
ORANGE,柳橙,魚,二,走,0,0,0
ORDER,點餐/秩序,熱的,三,阿姨,0,0,0
OTHER,其他的,二,六,鳥,0,0,0
OUT,在外,小的,魚,米飯,0,0,0
OUTSIDE,在…外部,叔叔,商店,黃色,0,0,0
OVER,結束,綠色,母親,兔子,0,0,0
OWN,自己的,魚,黑色,紅色,0,0,0
OX,公牛,猴子,好的,吃,0,0,0
PACK,包,冷的,看,兔子,0,0,0
PACKAGE,包裹,蘋果,牛奶,七,0,0,0
PAGE,頁,熱的,魚,走,0,0,0
PAINT,繪畫,鳥,水果,壞的,0,0,0
PAIR,一雙,鳥,快樂的,老虎,0,0,0
PANTS,長褲,新的,阿姨,聽,0,0,0
PAPAYA,木瓜,女兒,粉紅色,鳥,0,0,0
PAPER,紙,睡,家,猴子,0,0,0
PARENT,父(母)親,兔子,綠色,新的,0,0,0
PARK,公園,蛋糕,七,市場,0,0,0
PART,部分,獅子,鳥,六,0,0,0
PARTY,派對,貓,二,傷心的,0,0,0
PASS,通過,早上,老虎,新的,0,0,0
PAST,經過,獅子,十,喝,0,0,0
PASTE,黏貼/漿糊,蛋糕,壞的,十,0,0,0
PAY,付錢,走,星期二,二,0,0,0
PE,體育,貓,猴子,星期二,0,0,0
PEACH,桃子,傷心的,黃色,星期一,0,0,0
PEAR,梨子,爺爺,六,紅色,0,0,0
PEN,筆,明天,紅色,蘋果,0,0,0
PENCIL,鉛筆,銀行,紅色,早上,0,0,0
PEOPLE,人們/人民,中午,黑色,兔子,0,0,0
PERHAPS,或許,牛奶,傷心的,蘋果,0,0,0
PERSON,人,魚,走,香蕉,0,0,0
PET,寵物,吃,父親,兔子,0,0,0
PHOTO,相片,星期一,吃,熊,0,0,0
PIANO,鋼琴,三,兄弟,圖書館,0,0,0
PICK,撿拾,下午,聽,車站,0,0,0
PICNIC,野餐,黃色,睡,快樂的,0,0,0
PICTURE,圖片/照片,綠色,魚,小的,0,0,0
PIE,派,九,中午,蘋果,0,0,0
PIECE,片,工作,奶奶,醫院,0,0,0
PIG,豬,壞的,阿姨,獅子,0,0,0
PIN,大頭針,水果,肉,黑色,0,0,0
PINK,粉紅色(的),魚,灰色,走,0,0,0
PIPE,管,今天,麵包,四,0,0,0
PIZZA,披薩,肉,昨天,白色,0,0,0
PLACE,地方,粉紅色,姐妹,兔子,0,0,0
PLAN,計畫,蛋糕,兄弟,下午,0,0,0
PLANET,行星,快樂的,中午,熱的,0,0,0
PLANT,植物,一月,香蕉,吃,0,0,0
PLATE,盤子,星期二,獅子,綠色,0,0,0
PLAY,玩,女兒,白色,大的,0,0,0
PLAYER,球員/玩家,姐妹,傷心的,學校,0,0,0
PLAYGROUND,操場,餐廳,圖書館,家,0,0,0
PLEASURE,樂趣,馬,香蕉,姐妹,0,0,0
PLEASE,請,今天,兄弟,一月,0,0,0
PM,下午,商店,好的,麵包,0,0,0
POCKET,口袋,銀行,圖書館,市場,0,0,0
POINT,指著/得分,三,快樂的,星期二,0,0,0
POLICE,警察,蛋糕,魚,公園,0,0,0
POLITE,有禮貌的,舊的,粉紅色,紫色,0,0,0
POND,池塘,阿姨,商店,小的,0,0,0
POOL,游泳池,餐廳,菜,七,0,0,0
POOR,貧困的/可憐的,母親,晚上,早上,0,0,0
POPCORN,爆米花,黑色,灰色,壞的,0,0,0
POPULAR,受歡迎的,中午,睡,麵包,0,0,0
PORK,豬肉,七,黃色,一,0,0,0
POSSIBLE,可能的,星期二,公園,黑色,0,0,0
POST OFFICE,郵局,十,市場,跑,0,0,0
POSTCARD,明信片,黑色,熱的,家,0,0,0
POT,罐/壺/鍋子,睡,馬,米飯,0,0,0
POUND,磅,八,六,黑色,0,0,0
PRACTICE,練習,兄弟,車站,灰色,0,0,0
PRAY,祈禱,星期二,菜,老虎,0,0,0
PREPARE,準備,晚上,走,快樂的,0,0,0
PRESENT,禮物,三,兒子,魚,0,0,0
PRETTY,漂亮的/非常,一,銀行,圖書館,0,0,0
PRICE,價格,叔叔,熱的,橘色,0,0,0
PRINCESS,公主,貓,七,星期一,0,0,0
PRIZE,獎品/獎金,魚,家,睡,0,0,0
PROBLEM,問題,餐廳,新的,聽,0,0,0
PROGRAM,節目,三,商店,睡,0,0,0
PROUD,驕傲的,鳥,星期二,粉紅色,0,0,0
PUBLIC,公立的/公眾的,大的,兒子,藍色,0,0,0
PULL,拉,紅色,玩,晚上,0,0,0
PUMPKIN,南瓜,好的,牛奶,學習,0,0,0
PURPLE,紫色的,狗,學校,兄弟,0,0,0
PUSH,推,餐廳,貓,黃色,0,0,0
PUT,放,早上,玩,新的,0,0,0
QUARTER,15分鐘/1/4,壞的,星期二,兔子,0,0,0
QUEEN,皇后,鳥,灰色,冷的,0,0,0
QUESTION,問題,昨天,肉,聽,0,0,0
QUICK,迅速的,看,母親,粉紅色,0,0,0
QUIET,安靜的,睡,八,紫色,0,0,0
QUITE,相當,姐妹,二,冷的,0,0,0
QUIZ,小考,兔子,五,粉紅色,0,0,0
RABBIT,兔子,八,綠色,阿姨,0,0,0
RACE,賽跑,黑色,九,小的,0,0,0
RADIO,收音機,早上,商店,牛奶,0,0,0
RAILROAD,鐵路,中午,熱的,早上,0,0,0
RAIN,下雨,下午,灰色,菜,0,0,0
RAINBOW,彩虹,舊的,女兒,麵包,0,0,0
RAINY,下雨的,三,黃色,熱的,0,0,0
RAISE,舉起/養育,爺爺,五,早上,0,0,0
RAT,大老鼠,學習,冷的,五,0,0,0
READ,讀,父親,冷的,聽,0,0,0
READY,準備好的,馬,魚,舊的,0,0,0
REAL,真的,紅色,叔叔,米飯,0,0,0
REALLY,真地,粉紅色,看,馬,0,0,0
RECORDER,錄音機,一月,三,一,0,0,0
RED,紅色(的),明天,七,冷的,0,0,0
REFRIGERATOR,冰箱,黑色,馬,黃色,0,0,0
REMEMBER,記得,菜,兔子,七,0,0,0
REPEAT,重複,公園,市場,米飯,0,0,0
REPORTER,記者,星期二,綠色,中午,0,0,0
REST,休息,星期一,圖書館,灰色,0,0,0
RESTAURANT,餐館,蘋果,晚上,狗,0,0,0
RESTROOM,洗手間,二,新的,一,0,0,0
RICE,米飯,三,看,姐妹,0,0,0
RICH,有錢的,下午,九,六,0,0,0
RIDE,騎,下午,十,馬,0,0,0
RIGHT,右邊/正確的,中午,車站,跑,0,0,0
RING,戒指,五,橘色,餐廳,0,0,0
RIVER,河,綠色,車站,市場,0,0,0
ROAD,道路,綠色,喝,兄弟,0,0,0
ROBOT,機器人,老虎,熊,一月,0,0,0
ROC,中華民國,姐妹,橘色,狗,0,0,0
ROCK,岩石,紫色,聽,黃色,0,0,0
ROLL,滾,老虎,今天,熱的,0,0,0
ROOM,房間,早上,奶奶,十,0,0,0
ROLLERSKATE,溜冰,今天,鳥,馬,0,0,0
ROPE,繩子,熱的,姐妹,小的,0,0,0
ROSE,玫瑰,魚,喝,六,0,0,0
ROUND,圓形的,女兒,蛋糕,星期二,0,0,0
ROW,划(船),今天,七,兒子,0,0,0
RULE,規則,奶奶,走,家,0,0,0
RULER,尺,獅子,水果,奶奶,0,0,0
RUN,跑,學習,綠色,家,0,0,0
SAD,悲傷的,二,學校,六,0,0,0
SAFE,安全的,熱的,老虎,星期一,0,0,0
SAIL,航行,父親,馬,米飯,0,0,0
SALAD,沙拉,貓,猴子,走,0,0,0
SALE,出售,八,牛奶,明天,0,0,0
SALESMAN,推銷員,壞的,魚,中午,0,0,0
SALT,鹽,新的,猴子,魚,0,0,0
SAME,相同的,猴子,舊的,獅子,0,0,0
SANDWICH,三明治,貓,姐妹,明天,0,0,0
SATURDAY,星期六,粉紅色,獅子,吃,0,0,0
SACRED,神聖的,獅子,牛奶,蛋糕,0,0,0
SAVE,節省/挽救,下午,早上,傷心的,0,0,0
SAY,說,一,明天,銀行,0,0,0
SCHOOL,學校,冷的,二,阿姨,0,0,0
SCIENCE,科學,學校,二,香蕉,0,0,0
SCOOTER,速克達機車,肉,商店,喝,0,0,0
SCREEN,螢幕,綠色,四,學習,0,0,0
SEA,海,一月,大的,聽,0,0,0
SEASON,季節,走,新的,市場,0,0,0
SEAT,座位,星期一,八,母親,0,0,0
SECOND,第二(的)/秒,兒子,蘋果,市場,0,0,0
SECRETARY,秘書,明天,父親,傷心的,0,0,0
SEE,看,喝,餐廳,水果,0,0,0
SEED,種子,女兒,三,車站,0,0,0
SEESAW,蹺蹺板,五,傷心的,獅子,0,0,0
SELDOM,很少,餐廳,星期一,粉紅色,0,0,0
SELL,賣,早上,十,車站,0,0,0
SEND,寄,一月,下午,水果,0,0,0
SENIOR HIGH SCHOOL,高中,黑色,十,一月,0,0,0
SENTENCE,句子,醫院,六,今天,0,0,0
SEPTEMBER,九月,一,奶奶,好的,0,0,0
SERIOUS,嚴重的,喝,狗,昨天,0,0,0
SET,(電視)機,四,餐廳,舊的,0,0,0
SEVEN,七,昨天,睡,肉,0,0,0
SEVENTEEN,十七,舊的,熊,玩,0,0,0
SEVENTEENTH,第十七(的),早上,吃,魚,0,0,0
SEVENTH,第七(的),藍色,睡,粉紅色,0,0,0
SEVENTY,七十,市場,藍色,姐妹,0,0,0
SEVERAL,幾個的,女兒,米飯,八,0,0,0
SHAKE,搖動,吃,二,壞的,0,0,0
SHALL,將會/好嗎?,中午,一月,看,0,0,0
SHAPE,形狀,綠色,工作,明天,0,0,0
SHARE,分享,姐妹,圖書館,父親,0,0,0
SHARK,鯊魚,蘋果,新的,家,0,0,0
SHE,她,公園,昨天,大的,0,0,0
SHEEP,綿羊,吃,肉,叔叔,0,0,0
SHIP,船,七,兔子,車站,0,0,0
SHIRT,襯衫,水果,綠色,馬,0,0,0
SHOE,鞋子,肉,兄弟,九,0,0,0
SHOP,商店,馬,白色,橘色,0,0,0
SHOPKEEPER,店主,姐妹,星期二,玩,0,0,0
SHORT,短的,睡,十,老虎,0,0,0
SHORTS,短褲,今天,女兒,獅子,0,0,0
SHOULD,應該,銀行,工作,八,0,0,0
SHOULDER,肩膀,馬,兔子,玩,0,0,0
SHOUT,喊叫,舊的,藍色,女兒,0,0,0
SHOW,指示/表演,魚,兒子,工作,0,0,0
SHY,害羞的,工作,魚,兔子,0,0,0
SICK,生病的,今天,鳥,十,0,0,0
SIDE,旁邊/邊/面,一月,黃色,市場,0,0,0
SIDEWALK,人行道,明天,三,下午,0,0,0
SIGHT,視力,魚,獅子,魚,0,0,0
SIGN,標誌,菜,餐廳,看,0,0,0
SIMPLE,簡單的,醫院,跑,蛋糕,0,0,0
SINCE,自從,家,十,睡,0,0,0
SING,唱歌,五,家,睡,0,0,0
SINGER,歌手,八,馬,黃色,0,0,0
SIR,先生,下午,米飯,牛奶,0,0,0
SISTER,姊妹,新的,兄弟,八,0,0,0
SIT,坐,銀行,一月,三,0,0,0
SIX,六,兔子,父親,十,0,0,0
SIXTEEN,十六,爺爺,熊,一,0,0,0
SIXTEENTH,第十六(的),母親,喝,黃色,0,0,0
SIXTH,第六(的),綠色,兒子,父親,0,0,0
SIXTY,六十,明天,學習,今天,0,0,0
SIZE,尺寸,蛋糕,走,粉紅色,0,0,0
SKATE,溜冰,傷心的,熱的,父親,0,0,0
SKIRT,裙子,肉,喝,圖書館,0,0,0
SKY,天空,奶奶,米飯,熊,0,0,0
SLEEP,睡覺,灰色,紫色,大的,0,0,0
SLIDE,滑坡/滑動,中午,水果,圖書館,0,0,0
SLIM,苗條的,新的,馬,十,0,0,0
SLOW,慢的,下午,中午,四,0,0,0
SMALL,小的,家,紫色,藍色,0,0,0
SMART,聰明的,灰色,紫色,魚,0,0,0
SMELL,聞起來,六,快樂的,公園,0,0,0
SMILE,微笑,一月,玩,狗,0,0,0
SMOKE,煙霧/抽菸,車站,九,七,0,0,0
SNACK,點心,看,大的,三,0,0,0
SNAKE,蛇,餐廳,好的,工作,0,0,0
SNOW,下雪,綠色,一月,藍色,0,0,0
SNOWMAN,雪人,醫院,早上,家,0,0,0
SNOWY,下雪的,學習,聽,昨天,0,0,0
SO,如此地,聽,母親,五,0,0,0
SOCCER,足球,牛奶,下午,貓,0,0,0
SOCKS,襪子,橘色,晚上,兔子,0,0,0
SOFA,沙發,八,兄弟,冷的,0,0,0
SOLDIER,軍人,四,蘋果,一,0,0,0
SOME,一些,傷心的,白色,女兒,0,0,0
SOMEONE,某人,家,好的,阿姨,0,0,0
SOMETHING,某事,一,車站,奶奶,0,0,0
SOMETIMES,有時候,市場,新的,中午,0,0,0
SOMEWHERE,某處,粉紅色,熊,市場,0,0,0
SON,兒子,灰色,鳥,早上,0,0,0
SONG,歌曲,阿姨,傷心的,肉,0,0,0
SOON,不久/即將,三,商店,牛奶,0,0,0
SORE,疼痛的,明天,兔子,父親,0,0,0
SORRY,抱歉(的),蛋糕,喝,看,0,0,0
SOUND,聲音/聽起來,二,馬,冷的,0,0,0
SOUP,湯,奶奶,藍色,米飯,0,0,0
SOUTH,南方,橘色,阿姨,獅子,0,0,0
SPACE,空間,獅子,馬,餐廳,0,0,0
SPAGHETTI,義大利麵,母親,兔子,六,0,0,0
SPEAK,說,馬,快樂的,跑,0,0,0
SPECIAL,特別的,紫色,九,貓,0,0,0
SPELL,拼字,紅色,星期二,老虎,0,0,0
SPEND,花(錢/時間),新的,明天,獅子,0,0,0
SPIDER,蜘蛛,喝,小的,十,0,0,0
SPOON,湯匙,六,八,新的,0,0,0
SPORT,運動,肉,中午,紅色,0,0,0
SPRING,春天,黑色,四,明天,0,0,0
SQUARE,正方形的,熱的,吃,今天,0,0,0
STAIRS,樓梯,老虎,家,公園,0,0,0
STAMP,郵票,黑色,四,水果,0,0,0
STAND,站立,水果,白色,紫色,0,0,0
STAR,星星,玩,奶奶,白色,0,0,0
START,開始,圖書館,熱的,老虎,0,0,0
STATION,車站/站/局,七,九,五,0,0,0
STAY,停留,一月,今天,灰色,0,0,0
STEAK,牛排,四,二,工作,0,0,0
STILL,仍然,爺爺,舊的,兄弟,0,0,0
STOMACH,胃,銀行,熱的,七,0,0,0
STOP,停,一月,一,肉,0,0,0
STORE,商店,明天,壞的,香蕉,0,0,0
STRAIGHT,直的,藍色,猴子,鳥,0,0,0
STORY,故事,學習,晚上,兔子,0,0,0
STRANGE,奇怪的,新的,大的,母親,0,0,0
STRANGER,陌生人,醫院,香蕉,小的,0,0,0
STRAWBERRY,草莓,水果,父親,狗,0,0,0
STREET,街道,鳥,爺爺,家,0,0,0
STRONG,強壯的,狗,冷的,吃,0,0,0
STUDENT,學生,兄弟,猴子,學習,0,0,0
STUDY,研讀/學習,猴子,晚上,兄弟,0,0,0
STUPID,笨的,小的,吃,父親,0,0,0
SUBJECT,科目,牛奶,父親,玩,0,0,0
SUCCESSFUL,成功的,米飯,香蕉,傷心的,0,0,0
SUGAR,糖,一月,母親,藍色,0,0,0
SUMMER,夏天,蘋果,新的,獅子,0,0,0
SUN,太陽,肉,姐妹,熊,0,0,0
SUNDAY,星期日,兔子,工作,學習,0,0,0
SUNNY,晴朗的,鳥,水果,七,0,0,0
SUPERMARKET,超級市場,熱的,跑,老虎,0,0,0
SURE,確定的,下午,喝,貓,0,0,0
SURF,衝浪,中午,兒子,一月,0,0,0
SURPRISE,使…驚訝,工作,二,明天,0,0,0
SURPRISED,感到驚訝的,一,五,藍色,0,0,0
SWEATER,毛衣,水果,快樂的,香蕉,0,0,0
SWEET,甜的,小的,十,快樂的,0,0,0
SWIM,游泳,公園,舊的,叔叔,0,0,0
SWING,鞦韆/搖擺,六,女兒,小的,0,0,0
TABLE,桌子,五,中午,蛋糕,0,0,0
TAIL,尾巴,明天,米飯,大的,0,0,0
TAIWAN,臺灣,車站,新的,一,0,0,0
TAKE,拿,二,走,熱的,0,0,0
TALK,說話,冷的,市場,水果,0,0,0
TALL,高的,阿姨,六,蛋糕,0,0,0
TAPE,錄音帶,奶奶,下午,玩,0,0,0
TASTE,品嚐,熊,黑色,睡,0,0,0
TAXI,計程車,三,粉紅色,蘋果,0,0,0
TEA,茶,吃,灰色,大的,0,0,0
TEACH,教導,香蕉,學習,粉紅色,0,0,0
TEACHER,教師,藍色,蘋果,黃色,0,0,0
TEAM,團隊,學習,看,一,0,0,0
TEENAGER,青少年,冷的,猴子,八,0,0,0
TELEPHONE,電話,小的,牛奶,姐妹,0,0,0
TELEVISION,電視,爺爺,蛋糕,跑,0,0,0
TELL,告訴,爺爺,母親,父親,0,0,0
TEMPLE,寺廟,藍色,明天,蛋糕,0,0,0
TEN,十,米飯,好的,鳥,0,0,0
TENNIS,網球,昨天,獅子,學校,0,0,0
TENTH,第十(的),狗,中午,七,0,0,0
TERRIBLE,可怕的,工作,小的,餐廳,0,0,0
TEST,考試/測試,晚上,公園,傷心的,0,0,0
THAN,比…,聽,兄弟,二,0,0,0
THANK,謝謝,魚,冷的,新的,0,0,0
THAT,那個,紅色,父親,狗,0,0,0
THE,這/那,四,藍色,傷心的,0,0,0
THEATER,戲院,魚,市場,工作,0,0,0
THEN,那時,市場,馬,星期二,0,0,0
THERE,那裡,猴子,熱的,肉,0,0,0
THESE,這些,二,公園,圖書館,0,0,0
THEY,他們,小的,壞的,蘋果,0,0,0
THICK,厚的,姐妹,黃色,紫色,0,0,0
THIN,瘦的,白色,看,餐廳,0,0,0
THING,事情,舊的,星期一,爺爺,0,0,0
THINK,想/思考,八,蛋糕,餐廳,0,0,0
THIRD,第三(的),喝,餐廳,香蕉,0,0,0
THIRSTY,口渴的,舊的,父親,熊,0,0,0
THIRTEEN,十三,母親,好的,吃,0,0,0
THIRTEENTH,第十三,兔子,傷心的,三,0,0,0
THIRTY,三十,玩,蘋果,醫院,0,0,0
THIS,這個,今天,叔叔,蛋糕,0,0,0
THROAT,喉嚨,三,紅色,冷的,0,0,0
THROW,丟,喝,昨天,商店,0,0,0
THOSE,那些,大的,商店,壞的,0,0,0
THOUGH,雖然,醫院,工作,星期二,0,0,0
THOUSAND,千,水果,商店,奶奶,0,0,0
THREE,三,白色,蛋糕,父親,0,0,0
THURSDAY,星期四,八,馬,蘋果,0,0,0
TICKET,票券,母親,小的,喝,0,0,0
TIDY,整潔的,八,粉紅色,鳥,0,0,0
TIGER,老虎,新的,車站,走,0,0,0
TIE,領帶/捆/繫,熱的,工作,玩,0,0,0
TIME,時間,香蕉,冷的,商店,0,0,0
TIRED,疲倦的,阿姨,吃,星期二,0,0,0
TO,到,紅色,舊的,狗,0,0,0
